unit,section,tube_number,year,inspected_at,initial_thickness,measured_thickness,min_allowable,operating_temp,operating_pressure,creep_pct,status
UNIT 3A,Platen Superheater,90,2022,2022-06-15,6.3,5.6,3.6,537,151.6,35.03,Safe
UNIT 3A,Platen Superheater,90,2023,2023-06-15,6.3,5.64,3.6,537,151.6,44.08,Watch
UNIT 3A,Platen Superheater,90,2024,2024-06-15,6.3,5.44,3.6,537,151.6,53.83,Watch
UNIT 3A,Platen Superheater,90,2025,2025-06-15,6.3,5.12,3.6,537,151.6,63.48,Watch
UNIT 3A,Platen Superheater,91,2021,2021-06-15,6.3,6.19,3.6,555,149.4,6.13,Safe
UNIT 3A,Platen Superheater,91,2022,2022-06-15,6.3,6.19,3.6,555,149.4,7.35,Safe
UNIT 3A,Platen Superheater,91,2023,2023-06-15,6.3,6.17,3.6,555,149.4,8.57,Safe
UNIT 3A,Platen Superheater,91,2024,2024-06-15,6.3,6.11,3.6,555,149.4,9.87,Safe
UNIT 3A,Platen Superheater,91,2025,2025-06-15,6.3,6.08,3.6,555,149.4,11.28,Safe
UNIT 3A,Platen Superheater,92,2021,2021-06-15,6.3,6.17,3.6,531,151.1,6.91,Safe
UNIT 3A,Platen Superheater,92,2022,2022-06-15,6.3,6.14,3.6,531,151.1,8.77,Safe
UNIT 3A,Platen Superheater,92,2023,2023-06-15,6.3,6.09,3.6,531,151.1,10.45,Safe
UNIT 3A,Platen Superheater,92,2024,2024-06-15,6.3,6.07,3.6,531,151.1,12.09,Safe
UNIT 3A,Platen Superheater,92,2025,2025-06-15,6.3,6.1,3.6,531,151.1,13.52,Safe
UNIT 3A,Platen Superheater,93,2021,2021-06-15,6.3,5.9,3.6,534,143.7,20.07,Safe
UNIT 3A,Platen Superheater,93,2022,2022-06-15,6.3,5.85,3.6,534,143.7,30.1,Safe
UNIT 3A,Platen Superheater,93,2023,2023-06-15,6.3,5.6,3.6,534,143.7,39.03,Safe
UNIT 3A,Platen Superheater,93,2024,2024-06-15,6.3,5.27,3.6,534,143.7,50.96,Watch
UNIT 3A,Platen Superheater,93,2025,2025-06-15,6.3,5.24,3.6,534,143.7,60.86,Watch
UNIT 3A,Platen Superheater,94,2021,2021-06-15,6.3,5.54,3.6,545,143.8,41.6,Watch
UNIT 3A,Platen Superheater,94,2022,2022-06-15,6.3,5.47,3.6,545,143.8,55.77,Watch
UNIT 3A,Platen Superheater,94,2023,2023-06-15,6.3,5.22,3.6,545,143.8,67.39,Watch
UNIT 3A,Platen Superheater,94,2024,2024-06-15,6.3,5.06,3.6,545,143.8,78.62,Watch
UNIT 3A,Platen Superheater,94,2025,2025-06-15,6.3,4.89,3.6,545,143.8,91.75,Critical
UNIT 3A,Platen Superheater,95,2021,2021-06-15,6.3,6.21,3.6,520,141.3,5.28,Safe
UNIT 3A,Platen Superheater,95,2022,2022-06-15,6.3,6.13,3.6,520,141.3,8.51,Safe
UNIT 3A,Platen Superheater,95,2023,2023-06-15,6.3,6.11,3.6,520,141.3,11.25,Safe
UNIT 3A,Platen Superheater,95,2024,2024-06-15,6.3,6.07,3.6,520,141.3,14.1,Safe
UNIT 3A,Platen Superheater,95,2025,2025-06-15,6.3,6.02,3.6,520,141.3,17.35,Safe
UNIT 3A,Platen Superheater,96,2021,2021-06-15,6.3,6.25,3.6,527,152.9,3.06,Safe
UNIT 3A,Platen Superheater,96,2022,2022-06-15,6.3,6.23,3.6,527,152.9,4.16,Safe
UNIT 3A,Platen Superheater,96,2023,2023-06-15,6.3,6.22,3.6,527,152.9,5.13,Safe
UNIT 3A,Platen Superheater,96,2024,2024-06-15,6.3,6.21,3.6,527,152.9,6.14,Safe
UNIT 3A,Platen Superheater,96,2025,2025-06-15,6.3,6.16,3.6,527,152.9,7.17,Safe
UNIT 3A,Platen Superheater,97,2021,2021-06-15,6.3,6.21,3.6,523,143.3,5.66,Safe
UNIT 3A,Platen Superheater,97,2022,2022-06-15,6.3,6.16,3.6,523,143.3,7.42,Safe
UNIT 3A,Platen Superheater,97,2023,2023-06-15,6.3,6.15,3.6,523,143.3,9.14,Safe
UNIT 3A,Platen Superheater,97,2024,2024-06-15,6.3,6.13,3.6,523,143.3,11.13,Safe
UNIT 3A,Platen Superheater,97,2025,2025-06-15,6.3,6.05,3.6,523,143.3,13.11,Safe
UNIT 3A,Platen Superheater,98,2021,2021-06-15,6.3,6.2,3.6,543,151.4,5.06,Safe
UNIT 3A,Platen Superheater,98,2022,2022-06-15,6.3,6.2,3.6,543,151.4,6.23,Safe
UNIT 3A,Platen Superheater,98,2023,2023-06-15,6.3,6.17,3.6,543,151.4,7.43,Safe
UNIT 3A,Platen Superheater,98,2024,2024-06-15,6.3,6.13,3.6,543,151.4,8.71,Safe
UNIT 3A,Platen Superheater,98,2025,2025-06-15,6.3,6.11,3.6,543,151.4,10.07,Safe
UNIT 3A,Platen Superheater,99,2021,2021-06-15,6.3,6.27,3.6,548,145.1,1.88,Safe
UNIT 3A,Platen Superheater,99,2022,2022-06-15,6.3,6.25,3.6,548,145.1,3.45,Safe
UNIT 3A,Platen Superheater,99,2023,2023-06-15,6.3,6.23,3.6,548,145.1,4.88,Safe
UNIT 3A,Platen Superheater,99,2024,2024-06-15,6.3,6.18,3.6,548,145.1,6.49,Safe
UNIT 3A,Platen Superheater,99,2025,2025-06-15,6.3,6.18,3.6,548,145.1,7.95,Safe
UNIT 3A,Platen Superheater,100,2021,2021-06-15,6.3,6.22,3.6,520,152.1,4.25,Safe
UNIT 3A,Platen Superheater,100,2022,2022-06-15,6.3,6.18,3.6,520,152.1,6.46,Safe
UNIT 3A,Platen Superheater,100,2023,2023-06-15,6.3,6.14,3.6,520,152.1,8.57,Safe
UNIT 3A,Platen Superheater,100,2024,2024-06-15,6.3,6.14,3.6,520,152.1,10.8,Safe
UNIT 3A,Platen Superheater,100,2025,2025-06-15,6.3,6.04,3.6,520,152.1,13.4,Safe
UNIT 3A,Platen Superheater,101,2021,2021-06-15,6.3,6.24,3.6,550,144.6,3.67,Safe
UNIT 3A,Platen Superheater,101,2022,2022-06-15,6.3,6.22,3.6,550,144.6,5.24,Safe
UNIT 3A,Platen Superheater,101,2023,2023-06-15,6.3,6.19,3.6,550,144.6,6.71,Safe
UNIT 3A,Platen Superheater,101,2024,2024-06-15,6.3,6.17,3.6,550,144.6,8.28,Safe
UNIT 3A,Platen Superheater,101,2025,2025-06-15,6.3,6.12,3.6,550,144.6,9.66,Safe
UNIT 3A,Platen Superheater,102,2021,2021-06-15,6.3,5.63,3.6,550,151.5,43.41,Watch
UNIT 3A,Platen Superheater,102,2022,2022-06-15,6.3,5.24,3.6,550,151.5,56.62,Watch
UNIT 3A,Platen Superheater,102,2023,2023-06-15,6.3,5.01,3.6,550,151.5,68,Watch
UNIT 3A,Platen Superheater,102,2024,2024-06-15,6.3,4.84,3.6,550,151.5,80.77,Critical
UNIT 3A,Platen Superheater,102,2025,2025-06-15,6.3,4.55,3.6,550,151.5,92.94,Critical
UNIT 3A,Platen Superheater,103,2021,2021-06-15,6.3,6.21,3.6,533,154.3,5.95,Safe
UNIT 3A,Platen Superheater,103,2022,2022-06-15,6.3,6.15,3.6,533,154.3,8.27,Safe
UNIT 3A,Platen Superheater,103,2023,2023-06-15,6.3,6.11,3.6,533,154.3,10.81,Safe
UNIT 3A,Platen Superheater,103,2024,2024-06-15,6.3,6.03,3.6,533,154.3,13.62,Safe
UNIT 3A,Platen Superheater,103,2025,2025-06-15,6.3,6,3.6,533,154.3,16.14,Safe
UNIT 3A,Platen Superheater,104,2021,2021-06-15,6.3,5.72,3.6,550,147.6,32.35,Safe
UNIT 3A,Platen Superheater,104,2022,2022-06-15,6.3,5.46,3.6,550,147.6,45.99,Watch
UNIT 3A,Platen Superheater,104,2023,2023-06-15,6.3,5.43,3.6,550,147.6,58.19,Watch
UNIT 3A,Platen Superheater,104,2024,2024-06-15,6.3,4.9,3.6,550,147.6,69.46,Watch
UNIT 3A,Platen Superheater,104,2025,2025-06-15,6.3,4.91,3.6,550,147.6,83.82,Critical
UNIT 3A,Platen Superheater,105,2021,2021-06-15,6.3,6.25,3.6,528,146,2.85,Safe
UNIT 3A,Platen Superheater,105,2022,2022-06-15,6.3,6.22,3.6,528,146,5.05,Safe
UNIT 3A,Platen Superheater,105,2023,2023-06-15,6.3,6.17,3.6,528,146,7.48,Safe
UNIT 3A,Platen Superheater,105,2024,2024-06-15,6.3,6.13,3.6,528,146,9.64,Safe
UNIT 3A,Platen Superheater,105,2025,2025-06-15,6.3,6.07,3.6,528,146,11.95,Safe
UNIT 3A,Platen Superheater,106,2021,2021-06-15,6.3,5.82,3.6,522,150.4,28.46,Safe
UNIT 3A,Platen Superheater,106,2022,2022-06-15,6.3,5.73,3.6,522,150.4,38.02,Safe
UNIT 3A,Platen Superheater,106,2023,2023-06-15,6.3,5.4,3.6,522,150.4,49.51,Watch
UNIT 3A,Platen Superheater,106,2024,2024-06-15,6.3,5.25,3.6,522,150.4,59.25,Watch
UNIT 3A,Platen Superheater,106,2025,2025-06-15,6.3,5.23,3.6,522,150.4,67.9,Watch
UNIT 3A,Platen Superheater,107,2021,2021-06-15,6.3,6.22,3.6,555,152.2,5.27,Safe
UNIT 3A,Platen Superheater,107,2022,2022-06-15,6.3,6.15,3.6,555,152.2,7.95,Safe
UNIT 3A,Platen Superheater,107,2023,2023-06-15,6.3,6.14,3.6,555,152.2,10.31,Safe
UNIT 3A,Platen Superheater,107,2024,2024-06-15,6.3,6.1,3.6,555,152.2,12.62,Safe
UNIT 3A,Platen Superheater,107,2025,2025-06-15,6.3,6.06,3.6,555,152.2,15.17,Safe
UNIT 3A,Platen Superheater,108,2021,2021-06-15,6.3,5.82,3.6,541,142.9,23.83,Safe
UNIT 3A,Platen Superheater,108,2022,2022-06-15,6.3,5.82,3.6,541,142.9,30.05,Safe
UNIT 3A,Platen Superheater,108,2023,2023-06-15,6.3,5.69,3.6,541,142.9,36.06,Safe
UNIT 3A,Platen Superheater,108,2024,2024-06-15,6.3,5.48,3.6,541,142.9,42.87,Watch
UNIT 3A,Platen Superheater,108,2025,2025-06-15,6.3,5.4,3.6,541,142.9,49.21,Watch
UNIT 3A,Platen Superheater,109,2021,2021-06-15,6.3,6.26,3.6,536,152.3,2.32,Safe
UNIT 3A,Platen Superheater,109,2022,2022-06-15,6.3,6.21,3.6,536,152.3,4.67,Safe
UNIT 3A,Platen Superheater,109,2023,2023-06-15,6.3,6.18,3.6,536,152.3,6.54,Safe
UNIT 3A,Platen Superheater,109,2024,2024-06-15,6.3,6.15,3.6,536,152.3,8.65,Safe
UNIT 3A,Platen Superheater,109,2025,2025-06-15,6.3,6.09,3.6,536,152.3,10.71,Safe
UNIT 3A,Platen Superheater,110,2021,2021-06-15,6.3,6.23,3.6,545,153.6,3.59,Safe
UNIT 3A,Platen Superheater,110,2022,2022-06-15,6.3,6.21,3.6,545,153.6,4.37,Safe
UNIT 3A,Platen Superheater,110,2023,2023-06-15,6.3,6.2,3.6,545,153.6,5.37,Safe
UNIT 3A,Platen Superheater,110,2024,2024-06-15,6.3,6.19,3.6,545,153.6,6.15,Safe
UNIT 3A,Platen Superheater,110,2025,2025-06-15,6.3,6.19,3.6,545,153.6,6.93,Safe
UNIT 3A,Platen Superheater,111,2021,2021-06-15,6.3,6.19,3.6,541,140.3,6.88,Safe
UNIT 3A,Platen Superheater,111,2022,2022-06-15,6.3,6.14,3.6,541,140.3,8.57,Safe
UNIT 3A,Platen Superheater,111,2023,2023-06-15,6.3,6.11,3.6,541,140.3,10.1,Safe
UNIT 3A,Platen Superheater,111,2024,2024-06-15,6.3,6.08,3.6,541,140.3,11.74,Safe
UNIT 3A,Platen Superheater,111,2025,2025-06-15,6.3,6.09,3.6,541,140.3,13.44,Safe
UNIT 3A,Platen Superheater,112,2021,2021-06-15,6.3,5.4,3.6,553,153.7,46.92,Watch
UNIT 3A,Platen Superheater,112,2022,2022-06-15,6.3,5.3,3.6,553,153.7,55.71,Watch
UNIT 3A,Platen Superheater,112,2023,2023-06-15,6.3,5.21,3.6,553,153.7,64.7,Watch
UNIT 3A,Platen Superheater,112,2024,2024-06-15,6.3,4.87,3.6,553,153.7,73.94,Watch
UNIT 3A,Platen Superheater,112,2025,2025-06-15,6.3,4.78,3.6,553,153.7,82.81,Critical
UNIT 3A,Platen Superheater,113,2021,2021-06-15,6.3,6.17,3.6,534,146.8,7.26,Safe
UNIT 3A,Platen Superheater,113,2022,2022-06-15,6.3,6.15,3.6,534,146.8,8.35,Safe
UNIT 3A,Platen Superheater,113,2023,2023-06-15,6.3,6.14,3.6,534,146.8,9.33,Safe
UNIT 3A,Platen Superheater,113,2024,2024-06-15,6.3,6.11,3.6,534,146.8,10.18,Safe
UNIT 3A,Platen Superheater,113,2025,2025-06-15,6.3,6.11,3.6,534,146.8,11.05,Safe
UNIT 3A,Platen Superheater,114,2021,2021-06-15,6.3,5.87,3.6,543,144.7,27.42,Safe
UNIT 3A,Platen Superheater,114,2022,2022-06-15,6.3,5.57,3.6,543,144.7,36.42,Safe
UNIT 3A,Platen Superheater,114,2023,2023-06-15,6.3,5.56,3.6,543,144.7,44.43,Watch
UNIT 3A,Platen Superheater,114,2024,2024-06-15,6.3,5.53,3.6,543,144.7,51.44,Watch
UNIT 3A,Platen Superheater,114,2025,2025-06-15,6.3,5.12,3.6,543,144.7,59.29,Watch
UNIT 3A,Platen Superheater,115,2021,2021-06-15,6.3,5.9,3.6,525,146.4,25.15,Safe
UNIT 3A,Platen Superheater,115,2022,2022-06-15,6.3,5.68,3.6,525,146.4,36.72,Safe
UNIT 3A,Platen Superheater,115,2023,2023-06-15,6.3,5.49,3.6,525,146.4,47.58,Watch
UNIT 3A,Platen Superheater,115,2024,2024-06-15,6.3,5.22,3.6,525,146.4,59.2,Watch
UNIT 3A,Platen Superheater,115,2025,2025-06-15,6.3,5.22,3.6,525,146.4,69.54,Watch
UNIT 3A,Platen Superheater,116,2021,2021-06-15,6.3,6.18,3.6,529,140.8,7.02,Safe
UNIT 3A,Platen Superheater,116,2022,2022-06-15,6.3,6.16,3.6,529,140.8,8.47,Safe
UNIT 3A,Platen Superheater,116,2023,2023-06-15,6.3,6.14,3.6,529,140.8,9.88,Safe
UNIT 3A,Platen Superheater,116,2024,2024-06-15,6.3,6.13,3.6,529,140.8,11.15,Safe
UNIT 3A,Platen Superheater,116,2025,2025-06-15,6.3,6.05,3.6,529,140.8,12.43,Safe
UNIT 3A,Platen Superheater,117,2021,2021-06-15,6.3,6.2,3.6,529,144.1,5.67,Safe
UNIT 3A,Platen Superheater,117,2022,2022-06-15,6.3,6.16,3.6,529,144.1,7.3,Safe
UNIT 3A,Platen Superheater,117,2023,2023-06-15,6.3,6.12,3.6,529,144.1,9.14,Safe
UNIT 3A,Platen Superheater,117,2024,2024-06-15,6.3,6.14,3.6,529,144.1,10.63,Safe
UNIT 3A,Platen Superheater,117,2025,2025-06-15,6.3,6.07,3.6,529,144.1,12.12,Safe
UNIT 3A,Platen Superheater,118,2021,2021-06-15,6.3,6.17,3.6,525,148,6.72,Safe
UNIT 3A,Platen Superheater,118,2022,2022-06-15,6.3,6.17,3.6,525,148,8.2,Safe
UNIT 3A,Platen Superheater,118,2023,2023-06-15,6.3,6.11,3.6,525,148,9.47,Safe
UNIT 3A,Platen Superheater,118,2024,2024-06-15,6.3,6.12,3.6,525,148,10.9,Safe
UNIT 3A,Platen Superheater,118,2025,2025-06-15,6.3,6.09,3.6,525,148,12.29,Safe
UNIT 3A,Platen Superheater,119,2021,2021-06-15,6.3,5.86,3.6,535,141.9,29.48,Safe
UNIT 3A,Platen Superheater,119,2022,2022-06-15,6.3,5.72,3.6,535,141.9,35.87,Safe
UNIT 3A,Platen Superheater,119,2023,2023-06-15,6.3,5.63,3.6,535,141.9,41.83,Watch
UNIT 3A,Platen Superheater,119,2024,2024-06-15,6.3,5.34,3.6,535,141.9,49.31,Watch
UNIT 3A,Platen Superheater,119,2025,2025-06-15,6.3,5.33,3.6,535,141.9,57.12,Watch
UNIT 3A,Platen Superheater,120,2021,2021-06-15,6.3,6.23,3.6,539,143.8,4.3,Safe
UNIT 3A,Platen Superheater,120,2022,2022-06-15,6.3,6.18,3.6,539,143.8,6.8,Safe
UNIT 3A,Platen Superheater,120,2023,2023-06-15,6.3,6.12,3.6,539,143.8,8.93,Safe
UNIT 3A,Platen Superheater,120,2024,2024-06-15,6.3,6.09,3.6,539,143.8,11.48,Safe
UNIT 3A,Platen Superheater,120,2025,2025-06-15,6.3,6.04,3.6,539,143.8,13.76,Safe
UNIT 3A,Platen Superheater,121,2021,2021-06-15,6.3,5.75,3.6,533,143.1,27.9,Safe
UNIT 3A,Platen Superheater,121,2022,2022-06-15,6.3,5.74,3.6,533,143.1,36.68,Safe
UNIT 3A,Platen Superheater,121,2023,2023-06-15,6.3,5.59,3.6,533,143.1,44.51,Watch
UNIT 3A,Platen Superheater,121,2024,2024-06-15,6.3,5.37,3.6,533,143.1,52.81,Watch
UNIT 3A,Platen Superheater,121,2025,2025-06-15,6.3,5.31,3.6,533,143.1,62.35,Watch
UNIT 3A,Platen Superheater,122,2021,2021-06-15,6.3,5.73,3.6,550,152.5,31.15,Safe
UNIT 3A,Platen Superheater,122,2022,2022-06-15,6.3,5.67,3.6,550,152.5,40.62,Watch
UNIT 3A,Platen Superheater,122,2023,2023-06-15,6.3,5.47,3.6,550,152.5,48.21,Watch
UNIT 3A,Platen Superheater,122,2024,2024-06-15,6.3,5.36,3.6,550,152.5,56.01,Watch
UNIT 3A,Platen Superheater,122,2025,2025-06-15,6.3,5.03,3.6,550,152.5,64.17,Watch
UNIT 3A,Platen Superheater,123,2021,2021-06-15,6.3,6.28,3.6,545,149.8,1.23,Safe
UNIT 3A,Platen Superheater,123,2022,2022-06-15,6.3,6.24,3.6,545,149.8,3.51,Safe
UNIT 3A,Platen Superheater,123,2023,2023-06-15,6.3,6.21,3.6,545,149.8,5.87,Safe
UNIT 3A,Platen Superheater,123,2024,2024-06-15,6.3,6.16,3.6,545,149.8,8.11,Safe
UNIT 3A,Platen Superheater,123,2025,2025-06-15,6.3,6.09,3.6,545,149.8,10.56,Safe
UNIT 3A,Platen Superheater,124,2021,2021-06-15,6.3,6.28,3.6,521,149.8,0.91,Safe
UNIT 3A,Platen Superheater,124,2022,2022-06-15,6.3,6.25,3.6,521,149.8,3.54,Safe
UNIT 3A,Platen Superheater,124,2023,2023-06-15,6.3,6.17,3.6,521,149.8,6.43,Safe
UNIT 3A,Platen Superheater,124,2024,2024-06-15,6.3,6.16,3.6,521,149.8,8.62,Safe
UNIT 3A,Platen Superheater,124,2025,2025-06-15,6.3,6.09,3.6,521,149.8,10.95,Safe
UNIT 3A,Platen Superheater,125,2021,2021-06-15,6.3,5.87,3.6,549,145.8,24.24,Safe
UNIT 3A,Platen Superheater,125,2022,2022-06-15,6.3,5.75,3.6,549,145.8,33.94,Safe
UNIT 3A,Platen Superheater,125,2023,2023-06-15,6.3,5.44,3.6,549,145.8,43.47,Watch
UNIT 3A,Platen Superheater,125,2024,2024-06-15,6.3,5.25,3.6,549,145.8,53.24,Watch
UNIT 3A,Platen Superheater,125,2025,2025-06-15,6.3,5.1,3.6,549,145.8,63.14,Watch
UNIT 3A,Platen Superheater,126,2021,2021-06-15,6.3,6.3,3.6,536,142.4,0.16,Safe
UNIT 3A,Platen Superheater,126,2022,2022-06-15,6.3,6.27,3.6,536,142.4,1.72,Safe
UNIT 3A,Platen Superheater,126,2023,2023-06-15,6.3,6.25,3.6,536,142.4,3.21,Safe
UNIT 3A,Platen Superheater,126,2024,2024-06-15,6.3,6.21,3.6,536,142.4,4.76,Safe
UNIT 3A,Platen Superheater,126,2025,2025-06-15,6.3,6.19,3.6,536,142.4,6.07,Safe
UNIT 3A,Platen Superheater,127,2021,2021-06-15,6.3,5.79,3.6,540,146.7,28.79,Safe
UNIT 3A,Platen Superheater,127,2022,2022-06-15,6.3,5.54,3.6,540,146.7,37.9,Safe
UNIT 3A,Platen Superheater,127,2023,2023-06-15,6.3,5.44,3.6,540,146.7,47.29,Watch
UNIT 3A,Platen Superheater,127,2024,2024-06-15,6.3,5.29,3.6,540,146.7,56.01,Watch
UNIT 3A,Platen Superheater,127,2025,2025-06-15,6.3,5.32,3.6,540,146.7,64.63,Watch
UNIT 3A,Platen Superheater,128,2021,2021-06-15,6.3,6.18,3.6,526,150.1,6.96,Safe
UNIT 3A,Platen Superheater,128,2022,2022-06-15,6.3,6.17,3.6,526,150.1,8.61,Safe
UNIT 3A,Platen Superheater,128,2023,2023-06-15,6.3,6.12,3.6,526,150.1,10.45,Safe
UNIT 3A,Platen Superheater,128,2024,2024-06-15,6.3,6.11,3.6,526,150.1,12.19,Safe
UNIT 3A,Platen Superheater,128,2025,2025-06-15,6.3,6.03,3.6,526,150.1,13.96,Safe
UNIT 3A,Platen Superheater,129,2021,2021-06-15,6.3,5.98,3.6,547,145.9,21.33,Safe
UNIT 3A,Platen Superheater,129,2022,2022-06-15,6.3,5.74,3.6,547,145.9,28.16,Safe
UNIT 3A,Platen Superheater,129,2023,2023-06-15,6.3,5.62,3.6,547,145.9,35.37,Safe
UNIT 3A,Platen Superheater,129,2024,2024-06-15,6.3,5.62,3.6,547,145.9,41.76,Watch
UNIT 3A,Platen Superheater,129,2025,2025-06-15,6.3,5.46,3.6,547,145.9,49.91,Watch
UNIT 3A,Platen Superheater,130,2021,2021-06-15,6.3,6.26,3.6,523,148,2.44,Safe
UNIT 3A,Platen Superheater,130,2022,2022-06-15,6.3,6.24,3.6,523,148,4.22,Safe
UNIT 3A,Platen Superheater,130,2023,2023-06-15,6.3,6.18,3.6,523,148,6.46,Safe
UNIT 3A,Platen Superheater,130,2024,2024-06-15,6.3,6.17,3.6,523,148,8.35,Safe
UNIT 3A,Platen Superheater,130,2025,2025-06-15,6.3,6.09,3.6,523,148,10.48,Safe
UNIT 3A,Platen Superheater,131,2021,2021-06-15,6.3,5.82,3.6,551,144.4,30.72,Safe
UNIT 3A,Platen Superheater,131,2022,2022-06-15,6.3,5.63,3.6,551,144.4,40.46,Watch
UNIT 3A,Platen Superheater,131,2023,2023-06-15,6.3,5.52,3.6,551,144.4,51.52,Watch
UNIT 3A,Platen Superheater,131,2024,2024-06-15,6.3,5.08,3.6,551,144.4,61.83,Watch
UNIT 3A,Platen Superheater,131,2025,2025-06-15,6.3,4.96,3.6,551,144.4,73.17,Watch
UNIT 3A,Platen Superheater,132,2021,2021-06-15,6.3,5.9,3.6,552,154.7,20.1,Safe
UNIT 3A,Platen Superheater,132,2022,2022-06-15,6.3,5.9,3.6,552,154.7,26.92,Safe
UNIT 3A,Platen Superheater,132,2023,2023-06-15,6.3,5.74,3.6,552,154.7,34.54,Safe
UNIT 3A,Platen Superheater,132,2024,2024-06-15,6.3,5.62,3.6,552,154.7,43.3,Watch
UNIT 3A,Platen Superheater,132,2025,2025-06-15,6.3,5.37,3.6,552,154.7,51.93,Watch
UNIT 3A,Platen Superheater,133,2021,2021-06-15,6.3,5.76,3.6,531,145.6,27.42,Safe
UNIT 3A,Platen Superheater,133,2022,2022-06-15,6.3,5.55,3.6,531,145.6,38.92,Safe
UNIT 3A,Platen Superheater,133,2023,2023-06-15,6.3,5.32,3.6,531,145.6,49.77,Watch
UNIT 3A,Platen Superheater,133,2024,2024-06-15,6.3,5.19,3.6,531,145.6,59.63,Watch
UNIT 3A,Platen Superheater,133,2025,2025-06-15,6.3,5.04,3.6,531,145.6,69.82,Watch
UNIT 3A,Platen Superheater,134,2021,2021-06-15,6.3,6.21,3.6,535,153.5,4.59,Safe
UNIT 3A,Platen Superheater,134,2022,2022-06-15,6.3,6.2,3.6,535,153.5,6.68,Safe
UNIT 3A,Platen Superheater,134,2023,2023-06-15,6.3,6.13,3.6,535,153.5,8.5,Safe
UNIT 3A,Platen Superheater,134,2024,2024-06-15,6.3,6.1,3.6,535,153.5,10.59,Safe
UNIT 3A,Platen Superheater,134,2025,2025-06-15,6.3,6.08,3.6,535,153.5,12.61,Safe
UNIT 3A,Platen Superheater,135,2021,2021-06-15,6.3,6.21,3.6,526,152.7,5.48,Safe
UNIT 3A,Platen Superheater,135,2022,2022-06-15,6.3,6.19,3.6,526,152.7,7.03,Safe
UNIT 3A,Platen Superheater,135,2023,2023-06-15,6.3,6.16,3.6,526,152.7,8.32,Safe
UNIT 3A,Platen Superheater,135,2024,2024-06-15,6.3,6.11,3.6,526,152.7,9.57,Safe
UNIT 3A,Platen Superheater,135,2025,2025-06-15,6.3,6.13,3.6,526,152.7,11.19,Safe
UNIT 3A,Platen Superheater,136,2021,2021-06-15,6.3,6.19,3.6,546,148.7,7.1,Safe
UNIT 3A,Platen Superheater,136,2022,2022-06-15,6.3,6.14,3.6,546,148.7,9.09,Safe
UNIT 3A,Platen Superheater,136,2023,2023-06-15,6.3,6.09,3.6,546,148.7,11.75,Safe
UNIT 3A,Platen Superheater,136,2024,2024-06-15,6.3,6.09,3.6,546,148.7,14.01,Safe
UNIT 3A,Platen Superheater,136,2025,2025-06-15,6.3,6.02,3.6,546,148.7,16.64,Safe
UNIT 3A,Platen Superheater,137,2021,2021-06-15,6.3,6.29,3.6,532,144.8,0.51,Safe
UNIT 3A,Platen Superheater,137,2022,2022-06-15,6.3,6.27,3.6,532,144.8,2,Safe
UNIT 3A,Platen Superheater,137,2023,2023-06-15,6.3,6.25,3.6,532,144.8,3.37,Safe
UNIT 3A,Platen Superheater,137,2024,2024-06-15,6.3,6.21,3.6,532,144.8,4.61,Safe
UNIT 3A,Platen Superheater,137,2025,2025-06-15,6.3,6.18,3.6,532,144.8,6.09,Safe
UNIT 3A,Platen Superheater,138,2021,2021-06-15,6.3,5.59,3.6,533,154.9,38.76,Safe
UNIT 3A,Platen Superheater,138,2022,2022-06-15,6.3,5.47,3.6,533,154.9,53.3,Watch
UNIT 3A,Platen Superheater,138,2023,2023-06-15,6.3,5.05,3.6,533,154.9,65.97,Watch
UNIT 3A,Platen Superheater,138,2024,2024-06-15,6.3,4.87,3.6,533,154.9,78.31,Watch
UNIT 3A,Platen Superheater,138,2025,2025-06-15,6.3,4.46,3.6,533,154.9,91.22,Critical
UNIT 3A,Platen Superheater,139,2021,2021-06-15,6.3,5.67,3.6,532,147.9,38.43,Safe
UNIT 3A,Platen Superheater,139,2022,2022-06-15,6.3,5.19,3.6,532,147.9,56.14,Watch
UNIT 3A,Platen Superheater,139,2023,2023-06-15,6.3,4.8,3.6,532,147.9,73.89,Watch
UNIT 3A,Platen Superheater,139,2024,2024-06-15,6.3,4.74,3.6,532,147.9,90.23,Critical
UNIT 3A,Platen Superheater,139,2025,2025-06-15,6.3,4.81,3.6,532,147.9,99.5,Critical
UNIT 3A,Platen Superheater,140,2021,2021-06-15,6.3,6.26,3.6,536,145.5,2.99,Safe
UNIT 3A,Platen Superheater,140,2022,2022-06-15,6.3,6.21,3.6,536,145.5,5.22,Safe
UNIT 3A,Platen Superheater,140,2023,2023-06-15,6.3,6.18,3.6,536,145.5,7.31,Safe
UNIT 3A,Platen Superheater,140,2024,2024-06-15,6.3,6.14,3.6,536,145.5,9.65,Safe
UNIT 3A,Platen Superheater,140,2025,2025-06-15,6.3,6.11,3.6,536,145.5,12.16,Safe
UNIT 3A,Platen Superheater,141,2021,2021-06-15,6.3,5.83,3.6,553,146.4,26.63,Safe
UNIT 3A,Platen Superheater,141,2022,2022-06-15,6.3,5.7,3.6,553,146.4,34.42,Safe
UNIT 3A,Platen Superheater,141,2023,2023-06-15,6.3,5.51,3.6,553,146.4,42.7,Watch
UNIT 3A,Platen Superheater,141,2024,2024-06-15,6.3,5.33,3.6,553,146.4,51.15,Watch
